Filename,WC,exam,in_class,mealtimes,socializing,at_work,schedule,coursework,at_home,downtime,relationships
1_1_1.txt,105,8.57,1.9,0,0,4.76,5.71,0,0.95,0,0
1_1_2.txt,30,3.33,0,0,0,3.33,0,10,0,6.67,0
1_1_3.txt,53,0,0,0,1.89,5.66,0,0,3.77,1.89,1.89
1_2_1.txt,91,0,0,1.1,1.1,1.1,0,0,2.2,1.1,1.1
1_2_2.txt,49,2.04,2.04,2.04,0,2.04,0,0,0,4.08,0
1_2_3.txt,55,1.82,0,1.82,0,1.82,3.64,3.64,3.64,3.64,0
1_3_1.txt,78,8.97,1.28,0,2.56,2.56,1.28,2.56,2.56,0,0
1_3_2.txt,48,0,0,0,0,2.08,0,2.08,0,0,0
1_3_3.txt,28,0,0,0,3.57,7.14,3.57,3.57,0,14.29,0
10_1_1.txt,31,0,0,0,0,3.23,3.23,0,3.23,0,0
10_1_2.txt,48,4.17,2.08,0,0,0,4.17,0,2.08,0,0
10_1_3.txt,67,2.99,1.49,1.49,1.49,0,0,0,1.49,2.99,0
10_2_1.txt,50,8,0,0,2,6,4,4,4,0,0
10_2_2.txt,61,1.64,1.64,1.64,0,1.64,4.92,1.64,1.64,3.28,3.28
10_2_3.txt,82,1.22,0,1.22,3.66,0,0,1.22,0,2.44,1.22
10_3_1.txt,182,2.75,2.2,1.1,1.65,2.2,2.75,4.95,2.2,2.2,0
10_3_2.txt,67,0,1.49,1.49,0,0,1.49,1.49,5.97,1.49,0
10_3_3.txt,154,1.3,0.65,0,3.25,0.65,0.65,1.3,1.3,5.19,0.65
11_1_1.txt,301,0.33,0,0,0.33,2.33,0.33,2.33,0.33,0,0
11_1_2.txt,58,0,0,1.72,1.72,1.72,3.45,1.72,0,1.72,0
11_1_3.txt,99,0,0,1.01,5.05,0,1.01,0,0,6.06,1.01
11_2_1.txt,206,0,0.49,0,1.46,0.97,0.97,0.97,0.49,0.49,1.46
11_2_2.txt,83,0,0,0,4.82,2.41,0,4.82,0,0,0
11_2_3.txt,132,0,0,1.52,2.27,0.76,6.06,2.27,3.03,0.76,0.76
11_3_1.txt,125,0.8,0,0,1.6,0.8,1.6,0,0,0.8,0
11_3_2.txt,31,0,0,0,0,0,0,3.23,3.23,3.23,0
11_3_3.txt,80,0,0,2.5,1.25,1.25,0,1.25,2.5,3.75,1.25
12_1_1.txt,105,0.95,0,0,2.86,0,0,0,2.86,0,1.9
12_1_2.txt,66,0,0,0,0,0,0,0,0,0,0
12_1_3.txt,91,1.1,0,2.2,0,3.3,0,1.1,2.2,3.3,0
12_2_1.txt,55,5.45,0,0,1.82,0,3.64,0,0,0,0
12_2_2.txt,65,0,0,0,0,1.54,6.15,0,1.54,0,0
12_2_3.txt,93,2.15,0,1.08,4.3,1.08,0,2.15,0,2.15,2.15
12_3_1.txt,86,4.65,6.98,0,3.49,2.33,2.33,0,0,0,2.33
12_3_2.txt,92,1.09,1.09,1.09,1.09,1.09,3.26,0,5.43,1.09,0
12_3_3.txt,62,0,0,1.61,1.61,0,1.61,0,4.84,0,1.61
13_1_1.txt,94,0,0,0,0,1.06,0,1.06,0,0,0
13_1_2.txt,82,8.54,8.54,1.22,2.44,1.22,1.22,1.22,0,2.44,0
13_1_3.txt,152,0,0.66,0.66,1.32,0,0.66,0,0,5.26,0.66
13_2_1.txt,94,3.19,0,0,0,1.06,1.06,0,0,0,0
13_2_2.txt,98,0,0,3.06,1.02,0,3.06,0,1.02,1.02,1.02
13_2_3.txt,108,1.85,0.93,3.7,3.7,2.78,0,1.85,0,4.63,0.93
13_3_1.txt,142,0.7,0,0,1.41,0,0.7,0,2.11,0,0.7
13_3_2.txt,159,2.52,1.26,0,0.63,0,0,0.63,0,0,0
13_3_3.txt,183,0.55,0,1.09,1.64,1.64,0.55,0,0.55,1.09,1.64
14_1_1.txt,131,3.82,1.53,0,0.76,3.05,4.58,6.11,2.29,0,2.29
14_1_2.txt,122,5.74,9.02,0,2.46,0,0.82,0,0.82,0,0
14_1_3.txt,158,0.63,0.63,0.63,3.8,0.63,0.63,0,0,0.63,1.27
14_2_1.txt,207,0.97,0.48,0,1.93,1.45,1.93,0.48,0.97,0,0.48
14_2_2.txt,126,6.35,7.94,0.79,1.59,0.79,0.79,0,0,0.79,0
14_2_3.txt,134,0,0,0,0.75,0.75,0.75,0,0,0,0
14_3_1.txt,285,1.75,0.35,0,0,4.21,2.81,1.05,1.75,0,0
14_3_2.txt,123,1.63,0,0,1.63,1.63,3.25,0.81,4.07,0,0.81
14_3_3.txt,149,0,0,2.68,4.7,0.67,0.67,0.67,0.67,1.34,4.03
15_1_1.txt,140,2.14,0,2.14,0.71,1.43,0.71,1.43,0,1.43,1.43
15_1_2.txt,120,5.83,9.17,4.17,4.17,0.83,0.83,1.67,0,4.17,0
15_1_3.txt,134,0,0.75,1.49,2.99,0.75,1.49,0,0,0.75,3.73
15_2_1.txt,89,3.37,2.25,0,1.12,3.37,1.12,3.37,1.12,0,2.25
15_2_2.txt,95,0,0,0,4.21,0,1.05,0,1.05,1.05,0
15_2_3.txt,70,0,0,0,2.86,2.86,0,0,2.86,0,4.29
15_3_1.txt,165,0,0,0,2.42,1.21,0,0,1.82,0,1.21
15_3_2.txt,180,2.22,2.78,0,0,1.11,0,2.78,0.56,0.56,1.11
15_3_3.txt,213,1.88,0,1.41,1.88,2.82,0.94,0.94,0.94,2.35,2.82
16_1_1.txt,181,0,1.66,0,0.55,1.66,0.55,0.55,1.66,0,3.31
16_1_2.txt,173,4.62,6.94,2.31,1.73,2.89,0.58,1.16,0,2.31,0.58
16_1_3.txt,193,2.59,1.55,1.04,1.55,2.07,0,3.11,0.52,1.55,1.04
16_2_1.txt,212,7.55,1.42,0.47,0.94,4.25,2.36,1.42,2.36,0.47,0.47
16_2_2.txt,218,5.5,4.59,1.38,2.29,0.92,0.92,2.29,0,2.75,1.38
16_2_3.txt,257,0.39,0.39,0.39,4.67,1.17,0.39,0,0.39,0.39,4.67
16_3_1.txt,169,0.59,0,0.59,1.18,1.18,2.37,0,1.18,0,1.18
16_3_2.txt,158,0,0.63,0.63,0.63,2.53,0.63,0,0.63,4.43,0.63
16_3_3.txt,241,1.24,1.66,0,4.15,0.83,0,0.83,1.24,2.9,2.07
17_1_1.txt,88,5.68,5.68,0,0,1.14,3.41,0,0,0,0
17_1_2.txt,71,0,0,9.86,2.82,1.41,4.23,0,0,0,1.41
17_1_3.txt,77,0,0,0,0,2.6,3.9,0,2.6,11.69,0
17_2_1.txt,91,3.3,5.49,0,1.1,0,2.2,1.1,1.1,1.1,0
17_2_2.txt,80,0,0,15,2.5,0,2.5,0,0,1.25,1.25
17_2_3.txt,116,0,0,1.72,0.86,0,0,0,0,0,0
17_3_1.txt,77,5.19,0,0,0,1.3,0,1.3,0,0,0
17_3_2.txt,78,6.41,0,0,2.56,0,1.28,0,0,0,1.28
17_3_3.txt,81,0,0,0,3.7,0,0,0,2.47,0,3.7
18_1_1.txt,90,0,0,0,2.22,4.44,0,6.67,2.22,0,0
18_1_2.txt,12,16.67,25,0,0,0,0,0,0,0,8.33
18_1_3.txt,44,0,0,0,2.27,2.27,4.55,2.27,2.27,0,0
18_2_1.txt,60,0,0,0,5,0,0,0,3.33,0,8.33
18_2_2.txt,72,5.56,1.39,0,1.39,0,2.78,0,5.56,0,0
18_2_3.txt,106,0.94,0,0,1.89,2.83,0,2.83,0,0,0
18_3_1.txt,64,1.56,0,0,0,1.56,1.56,0,0,0,0
18_3_2.txt,23,0,4.35,0,0,0,0,0,0,0,0
18_3_3.txt,51,0,0,0,5.88,0,1.96,0,1.96,1.96,9.8
19_1_1.txt,257,7,2.72,0,1.56,2.33,1.56,0.39,1.56,0,0.78
19_1_2.txt,167,2.4,1.2,2.99,2.4,1.2,0.6,2.4,1.2,0.6,0.6
19_1_3.txt,187,1.6,0,1.6,2.14,4.28,1.07,2.14,3.74,2.67,1.07
19_2_1.txt,188,6.38,2.13,0,1.06,6.38,3.72,1.6,4.79,0,0.53
19_2_2.txt,134,3.73,4.48,0.75,2.24,2.24,0,0.75,3.73,0,3.73
19_2_3.txt,366,0.55,0.82,0.55,4.1,2.19,0.55,0.55,1.91,0.82,3.55
19_3_1.txt,272,0.74,0,0,0.37,2.21,0.74,0.74,2.21,0.37,2.94
19_3_2.txt,204,0,0.49,1.96,0.49,1.96,0,0.49,5.39,1.96,0
19_3_3.txt,267,0.37,1.5,0,3.75,0.37,1.12,0,2.25,1.12,0.75
2_1_1.txt,66,0,0,0,1.52,1.52,0,3.03,0,1.52,1.52
2_1_2.txt,17,0,0,0,5.88,5.88,0,5.88,0,11.76,5.88
2_1_3.txt,45,0,0,0,2.22,0,0,0,0,2.22,0
2_2_1.txt,89,2.25,4.49,0,0,4.49,0,2.25,1.12,0,1.12
2_2_2.txt,58,3.45,0,0,0,0,0,0,0,0,0
2_2_3.txt,135,0.74,0.74,0.74,4.44,0,2.96,1.48,2.22,2.96,2.22
2_3_1.txt,50,0,0,0,0,2,0,0,2,0,0
2_3_2.txt,49,0,0,0,2.04,0,4.08,2.04,2.04,4.08,0
2_3_3.txt,89,0,0,1.12,1.12,4.49,2.25,4.49,1.12,1.12,1.12
20_1_1.txt,190,1.05,0,2.11,2.63,1.58,0.53,2.11,1.05,1.05,1.05
20_1_2.txt,180,2.22,0,0,1.67,1.11,1.67,0,3.89,1.11,0
20_1_3.txt,155,0,0,5.81,3.23,0,2.58,0,3.87,1.94,0.65
20_2_1.txt,220,0.91,0,0,2.73,2.27,0.45,0,3.64,0.45,1.82
20_2_2.txt,141,0.71,0.71,0.71,0,0.71,1.42,0.71,1.42,2.13,0
20_2_3.txt,190,1.05,0.53,0,3.16,0.53,0.53,0.53,1.05,0.53,2.11
20_3_1.txt,361,0.28,0.83,1.39,0.55,1.11,0.28,0.83,1.66,0.83,0.83
20_3_2.txt,134,0,0,0,0,0,0.75,0.75,0.75,0,0.75
20_3_3.txt,170,1.18,0,1.76,2.35,2.35,0,1.18,1.76,1.76,0.59
21_1_1.txt,125,0,0,0,1.6,4,0,4,2.4,0,0.8
21_1_2.txt,114,0.88,0,0.88,2.63,0.88,4.39,0,3.51,0.88,4.39
21_1_3.txt,134,0,0,0.75,0.75,1.49,0,0.75,0,0.75,0.75
21_2_1.txt,227,8.81,2.64,1.32,1.32,0,0.88,1.76,0,1.32,0.44
21_2_2.txt,142,1.41,1.41,2.11,2.11,0,2.11,0,0.7,0,1.41
21_2_3.txt,158,1.9,1.27,0.63,3.16,1.27,3.16,0.63,2.53,0.63,2.53
21_3_1.txt,183,2.73,0,0,1.09,2.73,2.19,2.73,1.64,0.55,1.09
21_3_2.txt,137,0.73,0.73,1.46,2.19,0,0.73,0,1.46,0,2.19
21_3_3.txt,126,0,0.79,0,1.59,0.79,0.79,0,1.59,0.79,0.79
22_1_1.txt,85,0,1.18,0,2.35,1.18,1.18,1.18,3.53,1.18,1.18
22_1_2.txt,87,0,1.15,0,0,1.15,2.3,0,1.15,4.6,0
22_1_3.txt,144,0,0,2.08,1.39,0.69,0.69,0,4.86,1.39,0.69
22_2_1.txt,182,4.4,1.1,0.55,1.65,1.65,0.55,0.55,0.55,0.55,0.55
22_2_2.txt,104,0,0.96,0,0.96,0.96,0,1.92,0.96,0,0
22_2_3.txt,109,1.83,0.92,0,1.83,2.75,0.92,0,2.75,0,0
22_3_1.txt,141,1.42,0.71,0,0,4.96,0.71,4.96,0,0,0
22_3_2.txt,112,0,0,6.25,0.89,0.89,3.57,0,1.79,2.68,1.79
22_3_3.txt,122,0,0,0,0.82,1.64,0.82,0,1.64,1.64,0
23_1_1.txt,112,0.89,0.89,0,0.89,3.57,0,2.68,0.89,0,2.68
23_1_2.txt,142,2.11,5.63,0,1.41,0,0,0,0.7,0,2.82
23_1_3.txt,139,7.91,4.32,0.72,2.16,1.44,0.72,2.16,0,0.72,1.44
23_2_1.txt,295,0.34,0.68,0.68,4.07,2.03,0.68,1.69,3.39,0.68,1.69
23_2_2.txt,349,1.43,2.01,0.57,1.15,1.43,2.01,2.58,1.72,1.43,2.01
23_2_3.txt,294,1.02,0,2.04,1.7,1.02,0.68,0.68,2.72,4.08,0.68
23_3_1.txt,291,1.37,0.69,0,0.34,1.03,0,2.06,1.03,0,0
23_3_2.txt,164,0,0.61,2.44,1.83,1.22,0,1.22,1.83,1.83,1.22
23_3_3.txt,192,0,0,1.56,1.56,1.56,0.52,0,3.12,1.04,1.56
24_1_1.txt,264,1.89,0,0,1.14,2.65,1.52,0.76,1.89,0,1.52
24_1_2.txt,138,0,0.72,0.72,1.45,0.72,0.72,1.45,0,0.72,0
24_1_3.txt,209,0,0,0,4.78,1.91,0,0.96,0.48,1.91,3.35
24_3_1.txt,257,0.78,0,0,0,2.33,2.33,1.56,3.5,0,0
24_3_2.txt,154,1.3,0,1.3,1.3,1.95,1.3,3.25,3.9,0,0
24_3_3.txt,151,0.66,0,0,0,6.62,0.66,4.64,0,0.66,1.32
24_4_1.txt,230,0.43,0,0,2.17,2.17,0.43,1.3,0.43,0,1.3
24_4_2.txt,181,0,0.55,0.55,2.76,1.1,1.66,1.1,1.66,1.1,1.66
24_4_3.txt,202,0.5,0,0.5,2.97,1.49,2.48,0.99,4.46,0,2.48
25_1_1.txt,133,0.75,0,0,2.26,0,1.5,0,3.01,0.75,0.75
25_1_2.txt,129,0,0.78,3.88,1.55,3.88,0,2.33,0,0.78,0
25_1_3.txt,172,5.81,1.16,0,1.16,2.91,3.49,1.74,2.33,0,0.58
25_2_1.txt,218,0.92,0,0.92,3.67,2.29,1.38,0.46,2.29,1.83,2.75
25_2_2.txt,137,0,0,3.65,0.73,0.73,0.73,0,1.46,0,0.73
25_2_3.txt,192,0,0,1.04,0,0,0,0,1.56,1.04,0
25_3_1.txt,296,1.69,0,0.34,0.68,3.04,2.7,4.05,0.68,0.34,0
25_3_2.txt,142,0.7,0,0.7,0,2.11,4.23,1.41,3.52,0.7,0
25_3_3.txt,168,1.79,0,1.79,1.19,1.79,0,2.38,0,1.79,0.6
26_1_1.txt,79,12.66,2.53,2.53,0,1.27,2.53,0,1.27,2.53,0
26_1_2.txt,74,1.35,1.35,0,2.7,2.7,1.35,0,0,0,0
26_1_3.txt,47,4.26,2.13,2.13,0,2.13,4.26,0,2.13,2.13,0
26_2_1.txt,88,0,1.14,0,1.14,0,0,0,0,1.14,3.41
26_2_2.txt,64,0,0,4.69,0,1.56,3.12,0,3.12,0,0
26_2_3.txt,51,3.92,0,0,5.88,1.96,5.88,0,3.92,0,3.92
26_3_1.txt,137,0,0,2.92,0.73,0,0.73,0,1.46,0.73,0
26_3_2.txt,99,2.02,7.07,0,1.01,2.02,1.01,0,1.01,0,3.03
26_3_3.txt,210,0.48,0,0,0.95,0.95,0.48,0.48,1.43,5.71,0
26_4_1.txt,288,0.35,0.35,0,0.35,2.78,0.69,0.69,2.08,1.04,0
26_4_2.txt,276,2.17,0.36,0.72,1.09,5.43,0.36,5.07,0.72,0.72,0.36
26_4_3.txt,288,0.35,0.35,0,0.35,2.78,0.69,0.69,2.08,1.04,0
27_1_1.txt,158,2.53,0.63,0,0.63,0.63,3.16,1.9,1.27,0,0.63
27_1_2.txt,152,0.66,0,0,0,3.95,1.97,4.61,0.66,0,0
27_1_3.txt,190,1.05,0,0,1.58,1.05,0.53,1.05,1.58,0,0.53
27_2_1.txt,266,0,0,0.38,1.13,0.75,1.5,0,1.13,0.38,1.13
27_2_2.txt,153,0,0.65,0,0,1.96,4.58,0,3.92,0,0
27_2_3.txt,183,0.55,1.09,0,3.28,0,1.09,0.55,2.73,0,3.83
27_3_1.txt,163,1.84,1.84,0,0.61,1.84,0,0,0.61,0.61,0
27_3_2.txt,110,1.82,0,0.91,0,0,1.82,0.91,3.64,0.91,0
27_3_3.txt,179,0.56,0.56,0,1.68,0,1.12,0.56,1.68,1.12,0
28_1_1.txt,135,2.22,2.22,0,0.74,0.74,3.7,0.74,1.48,1.48,0.74
28_1_2.txt,141,0,0,0.71,1.42,0,0,1.42,1.42,0.71,0
28_1_3.txt,176,0.57,0,0,1.14,0.57,0,0,2.27,0,0
28_2_1.txt,141,4.96,2.13,1.42,0.71,0,0,2.13,0,0.71,0
28_2_2.txt,123,1.63,1.63,0,1.63,0.81,0,0.81,1.63,0.81,1.63
28_2_3.txt,246,0.41,0.81,0,2.44,1.22,0,0,1.22,0,2.85
28_3_1.txt,271,2.21,0,0,0.74,1.85,0.74,0,2.21,0,0.37
28_3_2.txt,144,0,0,4.17,0,0,0,0,0,0,0
28_3_3.txt,238,0,0,1.26,1.68,1.26,0.42,0.42,1.26,0.42,0
29_1_1.txt,128,0,0,0,0.78,0,2.34,0.78,2.34,0,1.56
29_1_2.txt,102,0,0,0,0.98,0.98,4.9,0.98,0,0,0
29_1_3.txt,156,0,3.21,0,1.28,0.64,1.28,0.64,0,0.64,0.64
29_2_1.txt,126,0,0,0,3.97,0,0,0,0.79,0.79,0.79
29_2_2.txt,114,0,0,4.39,0.88,0.88,0.88,1.75,0.88,0,0
29_2_3.txt,108,0.93,0,0,6.48,0,1.85,0,1.85,1.85,0
29_3_1.txt,279,0,0,0.72,2.51,0.36,1.43,1.08,1.79,0,1.08
29_3_2.txt,207,0,1.45,0,2.42,0.48,0,1.45,0,1.45,3.38
29_3_3.txt,212,0.47,0,0,0.94,0,0.47,0,0.47,5.19,1.89
3_1_1.txt,11,0,0,0,0,0,27.27,0,0,0,0
3_1_3.txt,11,0,0,0,0,0,27.27,0,9.09,0,0
3_3_1.txt,97,0,0,0,1.03,5.15,3.09,5.15,2.06,0,0
3_3_2.txt,115,0,0,0,1.74,5.22,2.61,2.61,6.09,0,0
3_3_3.txt,74,0,0,0,0,1.35,8.11,1.35,2.7,0,2.7
3_4_1.txt,21,0,0,0,0,14.29,9.52,0,4.76,0,4.76
3_4_2.txt,25,8,0,0,0,8,4,4,0,12,0
3_4_3.txt,36,0,0,0,0,0,5.56,2.78,2.78,0,0
30_1_1.txt,142,8.45,0.7,1.41,0,0,1.41,0.7,0.7,1.41,0.7
30_1_2.txt,101,13.86,5.94,0.99,1.98,3.96,0,3.96,0,2.97,0
30_1_3.txt,99,2.02,0,0,2.02,2.02,0,2.02,0,5.05,2.02
30_2_1.txt,125,0.8,0.8,0,2.4,2.4,0,0.8,1.6,0,1.6
30_2_2.txt,110,0.91,0,0.91,0.91,2.73,1.82,3.64,6.36,0.91,0
30_2_3.txt,191,1.57,0,0.52,2.09,0,2.09,0,1.57,2.09,3.14
30_3_1.txt,229,6.11,0.44,0.44,2.62,0,0.87,0,1.31,0,2.18
30_3_2.txt,85,0,1.18,1.18,1.18,2.35,0,3.53,2.35,1.18,0
30_3_3.txt,115,0.87,0,0.87,2.61,1.74,0,0.87,0.87,2.61,1.74
31_1_1.txt,87,2.3,0,0,0,0,1.15,0,2.3,0,1.15
31_1_2.txt,63,7.94,3.17,1.59,0,3.17,1.59,0,1.59,1.59,1.59
31_1_3.txt,77,2.6,3.9,0,7.79,0,0,1.3,1.3,0,2.6
31_3_1.txt,65,4.62,3.08,0,0,1.54,1.54,0,7.69,0,0
31_3_2.txt,53,1.89,0,0,3.77,0,0,0,0,0,0
31_3_3.txt,62,0,0,0,11.29,0,0,3.23,0,0,4.84
31_4_1.txt,109,0,0,0,9.17,0,0.92,0,0.92,0.92,9.17
31_4_2.txt,83,2.41,0,1.2,0,2.41,1.2,1.2,1.2,2.41,0
31_4_3.txt,82,1.22,1.22,0,2.44,0,0,0,0,2.44,1.22
32_1_1.txt,224,0,0,0.45,1.34,0.89,0.45,0.89,2.23,0.45,0.45
32_1_2.txt,99,6.06,8.08,1.01,2.02,0,2.02,1.01,3.03,0,1.01
32_1_3.txt,125,3.2,0.8,0,6.4,4,0.8,1.6,0.8,0.8,5.6
32_2_1.txt,199,0,0,0,1.01,1.51,6.03,1.01,3.02,0,0
32_2_2.txt,156,0,0,0.64,0.64,3.21,2.56,0,0.64,3.85,1.92
32_2_3.txt,148,1.35,1.35,0,0.68,2.03,4.05,0.68,1.35,0.68,0
32_3_1.txt,258,3.49,3.1,0,1.55,3.49,0.78,1.94,0.39,1.16,0.78
32_3_2.txt,197,1.52,1.52,0.51,0.51,0,3.05,0,3.05,0.51,0.51
32_3_3.txt,261,4.98,1.15,0,2.68,1.92,0.38,0.38,0.38,0.38,0.77
33_1_1.txt,105,0,0.95,0,3.81,1.9,0.95,0.95,0,0,0.95
